year,occurrence_loss,aggregate_loss,n_events
16621,8829867.918317575,8829867.918317575,1
16622,358296204.7699977,508336873.77329934,3
16623,0.0,0.0,0
16624,0.0,0.0,0
16625,0.0,0.0,0
16626,0.0,0.0,0
16627,13512800.783321777,13512800.783321777,1
16628,0.0,0.0,0
16629,0.0,0.0,0
16630,345792053.5479289,363309249.1670372,2
16631,66155230.57748134,66155230.57748134,1
16632,0.0,0.0,0
16633,0.0,0.0,0
16634,111153930.09624238,133213221.2845497,3
16635,16149138.731255114,16149138.731255114,1
16636,17517195.619108282,17517195.619108282,1
16637,0.0,0.0,0
16638,7141032.628504204,7141032.628504204,1
16639,75687574.76463291,145934948.67409968,2
16640,0.0,0.0,0
16641,0.0,0.0,0
16642,0.0,0.0,0
16643,267657697.1823908,518422585.90457404,3
16644,0.0,0.0,0
16645,37500682.30100186,52666340.830099866,2
16646,31880309.809167325,31880309.809167325,1
16647,17736576.258348428,17736576.258348428,1
16648,0.0,0.0,0
16649,0.0,0.0,0
16650,17443374.18952123,25471270.474819336,2
16651,63843965.128431976,67643729.99107522,2
16652,12175268.743866755,22163170.20877625,2
16653,54238896.89412223,54238896.89412223,1
16654,0.0,0.0,0
16655,0.0,0.0,0
16656,0.0,0.0,0
16657,28726823.441646017,28726823.441646017,1
16658,0.0,0.0,0
16659,0.0,0.0,0
16660,124201831.29204188,124201831.29204188,1
16661,0.0,0.0,0
16662,0.0,0.0,0
16663,0.0,0.0,0
16664,0.0,0.0,0
16665,45251038.32161601,45251038.32161601,1
16666,0.0,0.0,0
16667,0.0,0.0,0
16668,35129606.77676158,49113157.736491755,3
16669,203489783.36316997,222140526.46420506,2
16670,0.0,0.0,0
16671,16049793.483649122,31793015.39143119,2
16672,13421985.117011957,13421985.117011957,1
16673,6965216.335215202,6965216.335215202,1
16674,18044629.03013634,18044629.03013634,1
16675,6508001.343298825,6508001.343298825,1
16676,129061001.083929,129061001.083929,1
16677,8836536.882363116,8836536.882363116,1
16678,14128361.669668384,14128361.669668384,1
16679,6965216.335215202,6965216.335215202,1
16680,0.0,0.0,0
16681,0.0,0.0,0
16682,9554454.261012316,9554454.261012316,1
16683,7728414.014892113,7728414.014892113,1
16684,34493180.52722597,34493180.52722597,1
16685,10050821.529921044,10050821.529921044,1
16686,0.0,0.0,0
16687,315342862.3927663,536955918.4712178,3
16688,0.0,0.0,0
16689,8722093.116015498,8722093.116015498,1
16690,0.0,0.0,0
16691,0.0,0.0,0
16692,0.0,0.0,0
16693,12816249.745235998,12816249.745235998,1
16694,128627707.8954528,136191317.04993472,2
16695,15783396.409863852,20599936.378992934,2
16696,64781985.52212747,64781985.52212747,1
16697,0.0,0.0,0
16698,9854264.830902014,9854264.830902014,1
16699,76648379.82680458,92698173.3104537,2
16700,0.0,0.0,0
16701,9895612.888862375,9895612.888862375,1
16702,0.0,0.0,0
16703,92439300.1187896,92439300.1187896,1
16704,0.0,0.0,0
16705,17517195.619108282,17517195.619108282,1
16706,41199185.613181844,49013610.84950869,2
16707,8007648.394320772,13496531.386582535,2
16708,0.0,0.0,0
16709,0.0,0.0,0
16710,60812916.356777415,60812916.356777415,1
16711,0.0,0.0,0
16712,0.0,0.0,0
16713,17628400.535356544,45668248.68093832,3
16714,0.0,0.0,0
16715,79677052.72485335,111299109.66630611,4
16716,0.0,0.0,0
16717,0.0,0.0,0
16718,0.0,0.0,0
16719,0.0,0.0,0
16720,17517195.619108282,17517195.619108282,1
16721,0.0,0.0,0
16722,0.0,0.0,0
16723,0.0,0.0,0
16724,36480264.8918034,43008057.36993115,2
16725,0.0,0.0,0
16726,71530584.4974699,88909978.67065126,2
16727,7563609.154481918,7563609.154481918,1
16728,0.0,0.0,0
16729,0.0,0.0,0
16730,188602948.41530806,188602948.41530806,1
16731,16951221.25895195,24765646.495278798,2
16732,13380857.006023608,13380857.006023608,1
16733,0.0,0.0,0
16734,25094383.0726474,25094383.0726474,1
16735,120743640.52197525,120743640.52197525,1
16736,0.0,0.0,0
16737,0.0,0.0,0
16738,7563609.154481918,7563609.154481918,1
16739,0.0,0.0,0
16740,0.0,0.0,0
16741,55936329.74169238,55936329.74169238,1
16742,16625922.723700646,29918245.529290464,3
16743,0.0,0.0,0
16744,66155230.57748134,76930159.01507398,2
16745,304941431.95252806,321099542.20246387,3
16746,9854264.830902014,9854264.830902014,1
16747,273986493.3161427,273986493.3161427,1
16748,5464182.711853538,5464182.711853538,1
16749,92560816.81546548,92560816.81546548,1
16750,0.0,0.0,0
16751,0.0,0.0,0
16752,282692023.02552336,300428599.28387177,2
16753,0.0,0.0,0
16754,22917059.609529834,28582858.01862508,2
16755,225817862.07982284,225817862.07982284,1
16756,0.0,0.0,0
16757,13189928.234943908,18855726.644039154,2
16758,68569262.29618332,74058145.28844509,2
16759,0.0,0.0,0
16760,0.0,0.0,0
16761,15124379.32002312,15124379.32002312,1
16762,0.0,0.0,0
16763,0.0,0.0,0
16764,0.0,0.0,0
16765,0.0,0.0,0
16766,642314504.4536076,684529824.4119269,2
16767,4657535.24887928,4657535.24887928,1
16768,9635074.535040397,9635074.535040397,1
16769,0.0,0.0,0
16770,0.0,0.0,0
16771,37298179.87215075,37298179.87215075,1
16772,0.0,0.0,0
16773,0.0,0.0,0
16774,0.0,0.0,0
16775,0.0,0.0,0
16776,0.0,0.0,0
16777,0.0,0.0,0
16778,234681093.7623715,452380020.961138,3
16779,15940314.731823515,15940314.731823515,1
16780,5996624.279147845,5996624.279147845,1
16781,12208205.639153829,12208205.639153829,1
16782,0.0,0.0,0
16783,0.0,0.0,0
16784,11367167.44606704,11367167.44606704,1
16785,6762379.834350139,6762379.834350139,1
16786,17936363.113734826,17936363.113734826,1
16787,11820814.467135977,11820814.467135977,1
16788,0.0,0.0,0
16789,0.0,0.0,0
16790,17936363.113734826,17936363.113734826,1
16791,17736576.258348428,17736576.258348428,1
16792,17517195.619108282,17517195.619108282,1
16793,0.0,0.0,0
16794,14690228.692548672,32636191.83166045,3
16795,0.0,0.0,0
16796,157173218.42980057,157173218.42980057,1
16797,9782158.49850342,14735644.160593305,2
16798,0.0,0.0,0
16799,0.0,0.0,0
16800,14690228.692548672,14690228.692548672,1
16801,13853691.142361563,21881587.427659668,2
16802,12175268.743866755,12175268.743866755,1
16803,24868536.937050693,50168722.34988104,3
16804,7443029.238393913,7443029.238393913,1
16805,57849380.11663275,57849380.11663275,1
16806,0.0,0.0,0
16807,41708084.91622211,55130070.03323407,2
16808,152579976.72730052,152579976.72730052,1
16809,141416429.80007327,141416429.80007327,1
16810,21586983.873457942,44213442.92922667,3
16811,0.0,0.0,0
16812,48515874.2004142,48515874.2004142,1
16813,0.0,0.0,0
16814,0.0,0.0,0
16815,25666719.300879225,25666719.300879225,1
16816,0.0,0.0,0
16817,0.0,0.0,0
16818,8690505.322732758,16570273.733383086,2
16819,16951221.25895195,16951221.25895195,1
16820,11849486.086485364,11849486.086485364,1
16821,0.0,0.0,0
16822,55097953.418694735,55097953.418694735,1
16823,0.0,0.0,0
16824,48707336.11052309,48707336.11052309,1
16825,0.0,0.0,0
16826,11878730.741301032,11878730.741301032,1
16827,11232988.936521646,11232988.936521646,1
16828,0.0,0.0,0
16829,274130934.6130818,381378215.0704038,3
16830,231422582.1687208,244612510.4036647,2
16831,8027896.285298104,8027896.285298104,1
16832,142575026.52904588,142575026.52904588,1
16833,0.0,0.0,0
16834,0.0,0.0,0
16835,0.0,0.0,0
16836,9782158.49850342,9782158.49850342,1
16837,61793184.886337504,61793184.886337504,1
16838,0.0,0.0,0
16839,18044629.03013634,18044629.03013634,1
16840,0.0,0.0,0
16841,12212702.583122531,12212702.583122531,1
16842,25072791.94499182,25072791.94499182,1
16843,0.0,0.0,0
16844,96351916.12673804,96351916.12673804,1
16845,10045177.683007514,10045177.683007514,1
16846,144128236.07542315,158920102.69481558,2
16847,12816249.745235998,12816249.745235998,1
16848,63710366.81058915,89572370.22162561,3
16849,0.0,0.0,0
16850,8027896.285298104,8027896.285298104,1
16851,0.0,0.0,0
16852,67738852.58191475,67738852.58191475,1
16853,4755125.657537802,4755125.657537802,1
16854,0.0,0.0,0
16855,0.0,0.0,0
16856,0.0,0.0,0
16857,0.0,0.0,0
16858,0.0,0.0,0
16859,7897729.02103815,7897729.02103815,1
16860,0.0,0.0,0
16861,53815158.625362016,107064856.84391369,5
16862,33828900.985486716,37628665.84812996,2
16863,0.0,0.0,0
16864,44101024.52080011,69426225.94497937,3
16865,41156091.50518669,41156091.50518669,1
16866,29749122.54602083,29749122.54602083,1
16867,7563609.154481918,7563609.154481918,1
16868,54238896.89412223,83835809.94426586,3
16869,42814485.658037834,51651022.54040095,2
16870,0.0,0.0,0
16871,6965216.335215202,6965216.335215202,1
16872,0.0,0.0,0
16873,0.0,0.0,0
16874,177576752.36947763,177576752.36947763,1
16875,35129606.77676158,35129606.77676158,1
16876,0.0,0.0,0
16877,0.0,0.0,0
16878,0.0,0.0,0
16879,308506455.3952307,308506455.3952307,1
16880,270168016.3304522,270168016.3304522,1
16881,0.0,0.0,0
16882,0.0,0.0,0
16883,134746458.24168524,152162947.50322923,3
16884,142575026.52904588,142575026.52904588,1
16885,8027896.285298104,8027896.285298104,1
16886,127767431.47308582,127767431.47308582,1
16887,48488707.56902155,65932081.75854278,2
16888,13956474.722370777,13956474.722370777,1
16889,34493180.52722597,45860347.973293014,2
16890,82952468.95708123,139338662.92742887,3
16891,343579849.38247603,343579849.38247603,1
16892,10557403.032947248,10557403.032947248,1
16893,16149138.731255114,16149138.731255114,1
16894,0.0,0.0,0
16895,45251038.32161601,45251038.32161601,1
16896,41199185.613181844,51974114.05077449,2
16897,11367167.44606704,11367167.44606704,1
16898,0.0,0.0,0
16899,8391508.878099462,8391508.878099462,1
16900,0.0,0.0,0
16901,5996624.279147845,5996624.279147845,1
16902,55305328.846502945,55305328.846502945,1
16903,50898944.704040326,73651187.51688813,2
16904,0.0,0.0,0
16905,0.0,0.0,0
16906,10557403.032947248,10557403.032947248,1
16907,76691412.17896822,76691412.17896822,1
16908,10050821.529921044,10050821.529921044,1
16909,59362043.48866769,59362043.48866769,1
16910,0.0,0.0,0
16911,0.0,0.0,0
16912,314115348.60766923,322864718.8082473,2
16913,92439300.1187896,98467135.98960316,2
16914,0.0,0.0,0
16915,0.0,0.0,0
16916,0.0,0.0,0
16917,676639132.1649247,683099300.0758612,2
16918,11544609.454996193,11544609.454996193,1
16919,0.0,0.0,0
16920,6815137.634594068,6815137.634594068,1
16921,13421985.117011957,19882153.02794846,2
16922,0.0,0.0,0
16923,0.0,0.0,0
16924,0.0,0.0,0
16925,72367596.51239777,127568295.86325589,2
16926,0.0,0.0,0
16927,20524544.174774922,20524544.174774922,1
16928,13497094.074152246,13497094.074152246,1
16929,117189416.87832826,117189416.87832826,1
16930,0.0,0.0,0
16931,26842822.900202997,31597948.5577408,2
16932,6005200.440237049,6005200.440237049,1
16933,11232988.936521646,11232988.936521646,1
16934,0.0,0.0,0
16935,0.0,0.0,0
16936,0.0,0.0,0
16937,0.0,0.0,0
16938,41703886.32567042,41703886.32567042,1
16939,17517195.619108282,17517195.619108282,1
16940,0.0,0.0,0
16941,8836536.882363116,14300719.594216654,2
16942,0.0,0.0,0
16943,119527336.81559175,183310758.0427573,3
16944,0.0,0.0,0
16945,16887704.62280006,16887704.62280006,1
16946,39759421.90636887,61180950.62117433,2
16947,0.0,0.0,0
16948,0.0,0.0,0
16949,0.0,0.0,0
16950,0.0,0.0,0
16951,0.0,0.0,0
16952,0.0,0.0,0
16953,0.0,0.0,0
16954,37500682.30100186,37500682.30100186,1
16955,0.0,0.0,0
16956,0.0,0.0,0
16957,13342615.302648555,13342615.302648555,1
16958,0.0,0.0,0
16959,8482609.237855114,8482609.237855114,1
16960,44162474.731962726,44162474.731962726,1
16961,0.0,0.0,0
16962,132941131.31938066,176912173.45235166,2
16963,37500682.30100186,51013483.08432364,2
16964,268384527.55955175,268384527.55955175,1
16965,217583189.44149798,217583189.44149798,1
16966,16246669.462293182,16246669.462293182,1
16967,107286225.54187241,107286225.54187241,1
16968,0.0,0.0,0
16969,0.0,0.0,0
16970,503288463.4122036,762702801.520157,2
16971,0.0,0.0,0
16972,0.0,0.0,0
16973,7728414.014892113,7728414.014892113,1
16974,0.0,0.0,0
16975,0.0,0.0,0
16976,132941131.31938066,249897240.79244822,6
16977,0.0,0.0,0
16978,17936363.113734826,35379737.30325606,2
16979,0.0,0.0,0
16980,48693626.09443842,58589238.98330079,2
16981,106200654.66038036,119622639.77739233,2
16982,0.0,0.0,0
16983,7141032.628504204,7141032.628504204,1
16984,57413426.87638447,71901889.56425582,2
16985,141416429.80007327,141416429.80007327,1
16986,0.0,0.0,0
16987,0.0,0.0,0
16988,0.0,0.0,0
16989,45251038.32161601,55033196.820119426,2
16990,22752242.8128478,35568492.5580838,2
16991,0.0,0.0,0
16992,0.0,0.0,0
16993,0.0,0.0,0
16994,0.0,0.0,0
16995,6815137.634594068,6815137.634594068,1
16996,5665798.4090952445,5665798.4090952445,1
16997,282692023.02552336,282692023.02552336,1
16998,0.0,0.0,0
16999,314115348.60766923,531698538.0491672,2
17000,0.0,0.0,0
17001,0.0,0.0,0
17002,0.0,0.0,0
17003,14555563.168156981,25028978.33179474,2
17004,34493180.52722597,34493180.52722597,1
17005,274058692.03256583,299894619.6532517,3
17006,17443374.18952123,17443374.18952123,1
17007,127767431.47308582,127767431.47308582,1
17008,0.0,0.0,0
17009,4953485.662089885,4953485.662089885,1
17010,56279774.79001262,56279774.79001262,1
17011,0.0,0.0,0
17012,0.0,0.0,0
17013,13727191.213268137,23939618.102845863,2
17014,36942819.60723433,36942819.60723433,1
17015,0.0,0.0,0
17016,6027835.870813565,6027835.870813565,1
17017,0.0,0.0,0
17018,0.0,0.0,0
17019,8722093.116015498,20143385.821502794,3
17020,0.0,0.0,0
17021,337194839.3809885,349187898.479239,2
17022,14555563.168156981,14555563.168156981,1
17023,0.0,0.0,0
17024,0.0,0.0,0
17025,0.0,0.0,0
17026,0.0,0.0,0
17027,0.0,0.0,0
17028,13591983.5353877,13591983.5353877,1
17029,0.0,0.0,0
17030,5665798.4090952445,5665798.4090952445,1
17031,0.0,0.0,0
17032,139014885.23257294,142814650.09521618,2
17033,112044799.3066122,179441730.99100465,3
17034,0.0,0.0,0
17035,48693626.09443842,48693626.09443842,1
17036,0.0,0.0,0
17037,0.0,0.0,0
17038,146138812.16732997,158347017.8064838,2
17039,14495682.033825403,14495682.033825403,1
17040,0.0,0.0,0
17041,0.0,0.0,0
17042,0.0,0.0,0
17043,5777207.542376611,5777207.542376611,1
17044,9854264.830902014,17979345.64794304,2
17045,0.0,0.0,0
17046,0.0,0.0,0
17047,0.0,0.0,0
17048,10839293.166531978,10839293.166531978,1
17049,0.0,0.0,0
17050,0.0,0.0,0
17051,10783146.434713703,10783146.434713703,1
17052,33518408.073252488,33518408.073252488,1
17053,10774928.437592648,10774928.437592648,1
17054,14488462.687871352,24961877.85150911,2
17055,0.0,0.0,0
17056,205097666.6806258,218594760.75477803,2
17057,0.0,0.0,0
17058,0.0,0.0,0
17059,0.0,0.0,0
17060,0.0,0.0,0
17061,709889281.8803735,1297865977.2187831,3
17062,581485384.1130643,645052566.1604128,4
17063,8690505.322732758,8690505.322732758,1
17064,7101002.246140659,7101002.246140659,1
17065,3799764.862643244,3799764.862643244,1
17066,0.0,0.0,0
17067,0.0,0.0,0
17068,0.0,0.0,0
17069,9554454.261012316,9554454.261012316,1
17070,19661155.565997753,31599747.258278765,2
17071,4337295.782799825,4337295.782799825,1
17072,17628400.535356544,26350493.65137204,2
17073,0.0,0.0,0
17074,0.0,0.0,0
17075,0.0,0.0,0
17076,0.0,0.0,0
17077,0.0,0.0,0
17078,41199185.613181844,60500706.880857445,2
17079,18044629.03013634,18044629.03013634,1
17080,0.0,0.0,0
17081,0.0,0.0,0
17082,775624917.9470599,775624917.9470599,1
17083,0.0,0.0,0
17084,64781985.52212747,113248801.34955409,2
17085,405792375.2065676,423309570.82567585,2
17086,9865173.930592958,9865173.930592958,1
17087,0.0,0.0,0
17088,169043455.24308804,180892941.3295734,2
17089,166998388.3896226,166998388.3896226,1
17090,274058692.03256583,288015166.75493664,2
17091,10783146.434713703,10783146.434713703,1
17092,14667767.77201388,27130144.37185473,3
17093,8836536.882363116,8836536.882363116,1
17094,32844348.390300386,40658773.62662724,2
17095,6037197.745038094,6037197.745038094,1
17096,0.0,0.0,0
17097,160969527.86446097,160969527.86446097,1
17098,30011049.916122988,41029435.21165436,2
17099,27191805.57120662,27191805.57120662,1
17100,132941131.31938066,163673266.25250998,2
17101,347612296.12227774,347612296.12227774,1
17102,0.0,0.0,0
17103,413369261.59463626,502091343.4807768,3
17104,55097953.418694735,55097953.418694735,1
17105,14220661.234194111,14220661.234194111,1
17106,0.0,0.0,0
17107,0.0,0.0,0
17108,320235956.7104534,320235956.7104534,1
17109,6750026.997128538,6750026.997128538,1
17110,0.0,0.0,0
17111,694348667.7410486,707770652.8580605,2
17112,6018939.013184824,6018939.013184824,1
17113,0.0,0.0,0
17114,27504748.040028088,27504748.040028088,1
17115,33855825.99741504,38610951.65495285,2
17116,0.0,0.0,0
17117,9981064.27464203,14318360.057441855,2
17118,65826987.97837494,65826987.97837494,1
17119,0.0,0.0,0
17120,22752242.8128478,29260244.156146627,2
17121,0.0,0.0,0
17122,0.0,0.0,0
17123,6018939.013184824,6018939.013184824,1
17124,0.0,0.0,0
17125,66155230.57748134,66155230.57748134,1
17126,0.0,0.0,0
17127,0.0,0.0,0
17128,0.0,0.0,0
17129,13421985.117011957,25521518.53077022,2
17130,0.0,0.0,0
17131,0.0,0.0,0
17132,17517195.619108282,17517195.619108282,1
17133,7282527.914703421,7282527.914703421,1
17134,7101002.246140659,7101002.246140659,1
17135,0.0,0.0,0
17136,0.0,0.0,0
17137,41703886.32567042,52543179.4922024,2
17138,16049793.483649122,16049793.483649122,1
17139,110847949.76179683,130119915.30415154,2
17140,0.0,0.0,0
17141,13853691.142361563,22690228.024724677,2
17142,0.0,0.0,0
17143,8749370.200578064,8749370.200578064,1
17144,8690505.322732758,8690505.322732758,1
17145,14220661.234194111,14220661.234194111,1
17146,33995604.145553775,33995604.145553775,1
17147,59362043.48866769,59362043.48866769,1
17148,0.0,0.0,0
17149,26620656.550111208,34349070.56500332,2
17150,0.0,0.0,0
17151,142575026.52904588,142575026.52904588,1
17152,0.0,0.0,0
17153,10212426.889577724,15676609.601431262,2
17154,7897729.02103815,7897729.02103815,1
17155,0.0,0.0,0
17156,519777139.23526853,553772743.3808223,2
17157,16887704.62280006,16887704.62280006,1
17158,0.0,0.0,0
17159,6815137.634594068,6815137.634594068,1
17160,0.0,0.0,0
17161,8178843.749937272,8178843.749937272,1
17162,0.0,0.0,0
17163,0.0,0.0,0
17164,6023169.281063305,6023169.281063305,1
17165,0.0,0.0,0
17166,0.0,0.0,0
17167,9895612.888862375,9895612.888862375,1
17168,0.0,0.0,0
17169,0.0,0.0,0
17170,8178843.749937272,14993981.38453134,2
17171,0.0,0.0,0
17172,0.0,0.0,0
17173,10839293.166531978,15594418.82406978,2
17174,11908849.533064563,11908849.533064563,1
17175,0.0,0.0,0
17176,168016933.55161604,168016933.55161604,1
17177,7141032.628504204,7141032.628504204,1
17178,15783396.409863852,15783396.409863852,1
17179,0.0,0.0,0
17180,68569262.29618332,75670264.54232398,2
17181,14495682.033825403,14495682.033825403,1
17182,157173218.42980057,157173218.42980057,1
17183,14555563.168156981,21656565.41429764,2
17184,0.0,0.0,0
17185,0.0,0.0,0
17186,0.0,0.0,0
17187,0.0,0.0,0
17188,246881609.80751693,246881609.80751693,1
17189,56478443.606970534,56478443.606970534,1
17190,41226128.78237444,41226128.78237444,1
17191,0.0,0.0,0
17192,43279478.923881516,43279478.923881516,1
17193,6037197.745038094,6037197.745038094,1
17194,0.0,0.0,0
17195,438878747.20952284,655994877.6422143,3
17196,0.0,0.0,0
17197,193989932.40222985,242505806.60264406,2
17198,0.0,0.0,0
17199,48488707.56902155,54484339.2786164,2
17200,0.0,0.0,0
17201,0.0,0.0,0
17202,13591983.5353877,13591983.5353877,1
17203,0.0,0.0,0
17204,0.0,0.0,0
17205,31880309.809167325,31880309.809167325,1
17206,5477897.56926297,5477897.56926297,1
17207,0.0,0.0,0
17208,135544986.96947622,135544986.96947622,1
17209,0.0,0.0,0
17210,4816539.969129081,4816539.969129081,1
17211,0.0,0.0,0
17212,6815137.634594068,6815137.634594068,1
17213,0.0,0.0,0
17214,773416694.9226686,788541074.2426918,2
17215,10473415.163637757,16492354.17682258,2
17216,300796241.33144593,300796241.33144593,1
17217,12208205.639153829,12208205.639153829,1
17218,0.0,0.0,0
17219,0.0,0.0,0
17220,13853691.142361563,13853691.142361563,1
17221,0.0,0.0,0
17222,7814425.236326847,7814425.236326847,1
17223,0.0,0.0,0
17224,19301521.2676756,23959056.51655488,2
17225,0.0,0.0,0
17226,70247373.90946679,76775166.38759454,2
17227,0.0,0.0,0
17228,0.0,0.0,0
17229,0.0,0.0,0
17230,0.0,0.0,0
17231,0.0,0.0,0
17232,14690228.692548672,29245791.86070565,2
17233,35129606.77676158,35129606.77676158,1
17234,0.0,0.0,0
17235,0.0,0.0,0
17236,0.0,0.0,0
17237,68569262.29618332,75384399.93077739,2
17238,97878356.59285498,158117579.52640676,2
17239,55955220.53386964,55955220.53386964,1
17240,0.0,0.0,0
17241,0.0,0.0,0
17242,13935953.733035963,29982239.758244976,3
17243,13189928.234943908,35277363.11361167,3
17244,0.0,0.0,0
17245,7897729.02103815,15777497.431688476,2
17246,274130934.6130818,283996108.54367477,2
17247,111153930.09624238,128671125.71535066,2
17248,41199185.613181844,56805179.7785221,3
17249,33770084.850044206,48017829.09996283,3
17250,33855825.99741504,33855825.99741504,1
17251,0.0,0.0,0
17252,0.0,0.0,0
17253,14667767.77201388,14667767.77201388,1
17254,5477897.56926297,5477897.56926297,1
17255,314848071.612849,314848071.612849,1
17256,0.0,0.0,0
17257,0.0,0.0,0
17258,671664170.6890826,682503463.8556145,2
17259,0.0,0.0,0
17260,157173218.42980057,157173218.42980057,1
17261,8749370.200578064,8749370.200578064,1
17262,13189928.234943908,13189928.234943908,1
17263,0.0,0.0,0
17264,0.0,0.0,0
17265,225817862.07982284,277090438.4824214,2
17266,4816539.969129081,4816539.969129081,1
17267,17517195.619108282,17517195.619108282,1
17268,0.0,0.0,0
17269,0.0,0.0,0
17270,0.0,0.0,0
17271,59362043.48866769,71523225.1746999,3
17272,55936329.74169238,111610995.76991135,4
17273,0.0,0.0,0
17274,14555563.168156981,42487256.76558454,4
17275,160969527.86446097,229099882.90449923,2
17276,0.0,0.0,0
17277,41708084.91622211,41708084.91622211,1
17278,6460167.9109365055,6460167.9109365055,1
17279,0.0,0.0,0
17280,0.0,0.0,0
17281,41199185.613181844,41199185.613181844,1
17282,0.0,0.0,0
17283,44304989.20945672,44304989.20945672,1
17284,71504185.73348275,94123310.07599038,3
17285,14791866.619392429,14791866.619392429,1
17286,0.0,0.0,0
17287,5408121.300818335,5408121.300818335,1
17288,0.0,0.0,0
17289,0.0,0.0,0
17290,10774928.437592648,10774928.437592648,1
17291,6815137.634594068,6815137.634594068,1
17292,186279034.8320574,203426736.67735377,3
17293,8125080.817041025,8125080.817041025,1
17294,9554454.261012316,9554454.261012316,1
17295,0.0,0.0,0
17296,9635074.535040397,18464942.453357972,2
17297,0.0,0.0,0
17298,13342615.302648555,13342615.302648555,1
17299,94591221.05506358,94591221.05506358,1
17300,11849486.086485364,11849486.086485364,1
17301,0.0,0.0,0
17302,0.0,0.0,0
17303,0.0,0.0,0
17304,0.0,0.0,0
17305,0.0,0.0,0
17306,30732134.933129326,30732134.933129326,1
17307,0.0,0.0,0
17308,0.0,0.0,0
17309,15940314.731823515,15940314.731823515,1
17310,0.0,0.0,0
17311,45000108.67770727,45000108.67770727,1
17312,14690228.692548672,14690228.692548672,1
17313,48693626.09443842,54470833.63681503,2
17314,7879768.410650327,7879768.410650327,1
17315,11367167.44606704,11367167.44606704,1
17316,47537948.59593031,57519012.870572336,2
17317,7375967.542651335,7375967.542651335,1
17318,0.0,0.0,0
17319,0.0,0.0,0
17320,14791866.619392429,14791866.619392429,1
17321,6005200.440237049,6005200.440237049,1
17322,16059534.215515614,16059534.215515614,1
17323,416850709.30950415,416850709.30950415,1
17324,8391508.878099462,8391508.878099462,1
17325,0.0,0.0,0
17326,15743221.907782067,28208590.25895562,3
17327,61432234.91246064,61432234.91246064,1
17328,0.0,0.0,0
17329,0.0,0.0,0
17330,5665798.4090952445,5665798.4090952445,1
17331,703424481.1938035,923068683.2505895,2
17332,12816249.745235998,12816249.745235998,1
17333,0.0,0.0,0
17334,204814221.60499737,225810685.63616756,3
17335,30732134.933129326,30732134.933129326,1
17336,150654942.85413176,150654942.85413176,1
17337,13935953.733035963,13935953.733035963,1
17338,0.0,0.0,0
17339,17517195.619108282,17517195.619108282,1
17340,11018385.29553137,11018385.29553137,1
17341,0.0,0.0,0
17342,30011049.916122988,30011049.916122988,1
17343,0.0,0.0,0
17344,17628400.535356544,17628400.535356544,1
17345,10785986.148584582,10785986.148584582,1
17346,0.0,0.0,0
17347,0.0,0.0,0
17348,0.0,0.0,0
17349,16149138.731255114,28027869.472556144,2
17350,6991775.479865093,6991775.479865093,1
17351,55305328.846502945,55305328.846502945,1
17352,10198047.679891802,18323128.496932827,2
17353,0.0,0.0,0
17354,14791866.619392429,14791866.619392429,1
17355,41708084.91622211,41708084.91622211,1
17356,17736576.258348428,17736576.258348428,1
17357,12212702.583122531,12212702.583122531,1
17358,0.0,0.0,0
17359,55305328.846502945,61328498.12756625,2
17360,261054046.94827864,261054046.94827864,1
17361,18044629.03013634,18044629.03013634,1
17362,0.0,0.0,0
17363,14128361.669668384,14128361.669668384,1
17364,21421528.71480546,21421528.71480546,1
17365,28538032.39108893,53498212.54087871,3
17366,0.0,0.0,0
17367,106200654.66038036,106200654.66038036,1
17368,0.0,0.0,0
17369,13956474.722370777,13956474.722370777,1
17370,20878684.5389264,35568913.23147507,2
17371,0.0,0.0,0
17372,16282952.310728583,27066098.745442286,2
17373,28726823.441646017,28726823.441646017,1
17374,0.0,0.0,0
17375,14690228.692548672,42199447.36824066,3
17376,15165658.529098004,15165658.529098004,1
17377,0.0,0.0,0
17378,18044629.03013634,18044629.03013634,1
17379,14690228.692548672,24678130.15745817,2
17380,26842822.900202997,26842822.900202997,1
17381,39207405.99223724,61701016.724314764,2
17382,0.0,0.0,0
17383,0.0,0.0,0
17384,0.0,0.0,0
17385,0.0,0.0,0
17386,6037197.745038094,6037197.745038094,1
17387,0.0,0.0,0
17388,0.0,0.0,0
17389,0.0,0.0,0
17390,5942345.612417857,5942345.612417857,1
17391,55955220.53386964,55955220.53386964,1
17392,14128361.669668384,21093578.004883587,2
17393,16282952.310728583,16282952.310728583,1
17394,0.0,0.0,0
17395,60499981.401469365,60499981.401469365,1
17396,4755125.657537802,4755125.657537802,1
17397,76357171.2370459,76357171.2370459,1
17398,7879768.410650327,7879768.410650327,1
17399,562317713.8688684,852790543.3055236,4
17400,8722093.116015498,8722093.116015498,1
17401,111153930.09624238,126996251.61786734,3
17402,0.0,0.0,0
17403,137780454.6468331,151123069.94948164,2
17404,0.0,0.0,0
17405,13512800.783321777,13512800.783321777,1
17406,14555563.168156981,27662278.21462312,2
17407,0.0,0.0,0
17408,0.0,0.0,0
17409,0.0,0.0,0
17410,13106715.046466138,13106715.046466138,1
17411,11938591.692281011,22721738.126994714,2
17412,0.0,0.0,0
17413,12816249.745235998,21538342.861251496,2
17414,9865173.930592958,9865173.930592958,1
17415,64781985.52212747,64781985.52212747,1
17416,8007648.394320772,8007648.394320772,1
