year,occurrence_loss,aggregate_loss,n_events
57701,0.0,0.0,0
57702,24470562.19356168,24470562.19356168,1
57703,0.0,0.0,0
57704,270168016.3304522,327332567.6195286,3
57705,0.0,0.0,0
57706,586188800.3684613,682735058.2547646,2
57707,0.0,0.0,0
57708,0.0,0.0,0
57709,0.0,0.0,0
57710,352896204.8069844,352896204.8069844,1
57711,9782158.49850342,13581923.361146664,2
57712,0.0,0.0,0
57713,11544609.454996193,11544609.454996193,1
57714,31662217.629934967,31662217.629934967,1
57715,0.0,0.0,0
57716,0.0,0.0,0
57717,0.0,0.0,0
57718,66155230.57748134,66155230.57748134,1
57719,656353384.9900559,656353384.9900559,1
57720,0.0,0.0,0
57721,31662217.629934967,31662217.629934967,1
57722,380586486.85901403,772801094.2542515,4
57723,6508001.343298825,6508001.343298825,1
57724,0.0,0.0,0
57725,12474405.967996178,12474405.967996178,1
57726,323204756.9241266,329201381.2032745,2
57727,94104154.83243945,94104154.83243945,1
57728,0.0,0.0,0
57729,17936363.113734826,21736127.976378072,2
57730,10473415.163637757,10473415.163637757,1
57731,0.0,0.0,0
57732,0.0,0.0,0
57733,14690228.692548672,14690228.692548672,1
57734,85909858.7748071,85909858.7748071,1
57735,12212702.583122531,12212702.583122531,1
57736,14730868.059647173,14730868.059647173,1
57737,157289111.74651146,157289111.74651146,1
57738,0.0,0.0,0
57739,0.0,0.0,0
57740,30732134.933129326,30732134.933129326,1
57741,0.0,0.0,0
57742,0.0,0.0,0
57743,4657535.24887928,4657535.24887928,1
57744,7897729.02103815,7897729.02103815,1
57745,8178843.749937272,8178843.749937272,1
57746,0.0,0.0,0
57747,57413426.87638447,57413426.87638447,1
57748,16951221.25895195,16951221.25895195,1
57749,7443029.238393913,7443029.238393913,1
57750,0.0,0.0,0
57751,0.0,0.0,0
57752,37298179.87215075,37298179.87215075,1
57753,14128361.669668384,14128361.669668384,1
57754,0.0,0.0,0
57755,0.0,0.0,0
57756,10198047.679891802,10198047.679891802,1
57757,19271965.542354703,19271965.542354703,1
57758,0.0,0.0,0
57759,0.0,0.0,0
57760,0.0,0.0,0
57761,363516231.9522932,412223568.0628163,2
57762,16282952.310728583,16282952.310728583,1
57763,0.0,0.0,0
57764,16951221.25895195,16951221.25895195,1
57765,12208205.639153829,23575373.08522087,2
57766,0.0,0.0,0
57767,0.0,0.0,0
57768,0.0,0.0,0
57769,58310321.95134956,58310321.95134956,1
57770,33518408.073252488,40184575.12120198,2
57771,192264564.0328964,202737979.19653416,2
57772,0.0,0.0,0
57773,7443029.238393913,7443029.238393913,1
57774,0.0,0.0,0
57775,61432234.91246064,61432234.91246064,1
57776,6762379.834350139,6762379.834350139,1
57777,0.0,0.0,0
57778,80365283.25640513,98101859.51475355,2
57779,0.0,0.0,0
57780,276320951.81246805,276320951.81246805,1
57781,0.0,0.0,0
57782,5488882.992261764,5488882.992261764,1
57783,157289111.74651146,302706953.58716726,3
57784,0.0,0.0,0
57785,0.0,0.0,0
57786,7814425.236326847,7814425.236326847,1
57787,98308682.75766745,98308682.75766745,1
57788,35129606.77676158,35129606.77676158,1
57789,25072791.94499182,25072791.94499182,1
57790,99195409.56022304,123573379.24419533,3
57791,48707336.11052309,63438204.17017026,2
57792,0.0,0.0,0
57793,0.0,0.0,0
57794,0.0,0.0,0
57795,250201651.28424087,282081961.0934082,2
57796,48693626.09443842,48693626.09443842,1
57797,0.0,0.0,0
57798,124275824.40482804,124275824.40482804,1
57799,0.0,0.0,0
57800,0.0,0.0,0
57801,94104154.83243945,99568337.54429299,2
57802,0.0,0.0,0
57803,139053507.08371186,139053507.08371186,1
57804,27504748.040028088,27504748.040028088,1
57805,0.0,0.0,0
57806,0.0,0.0,0
57807,100039057.76811884,100039057.76811884,1
57808,0.0,0.0,0
57809,0.0,0.0,0
57810,10783146.434713703,10783146.434713703,1
57811,0.0,0.0,0
57812,43267953.96468715,43267953.96468715,1
57813,0.0,0.0,0
57814,0.0,0.0,0
57815,5777207.542376611,5777207.542376611,1
57816,265406819.9408609,265406819.9408609,1
57817,0.0,0.0,0
57818,13853691.142361563,13853691.142361563,1
57819,55097953.418694735,65923698.65174933,2
57820,0.0,0.0,0
57821,0.0,0.0,0
57822,0.0,0.0,0
57823,11938591.692281011,11938591.692281011,1
57824,0.0,0.0,0
57825,0.0,0.0,0
57826,13106715.046466138,13106715.046466138,1
57827,11993059.098250525,11993059.098250525,1
57828,0.0,0.0,0
57829,60603323.41132791,60603323.41132791,1
57830,5777207.542376611,5777207.542376611,1
57831,8836536.882363116,8836536.882363116,1
57832,0.0,0.0,0
57833,0.0,0.0,0
57834,73453171.4057163,73453171.4057163,1
57835,0.0,0.0,0
57836,0.0,0.0,0
57837,19301521.2676756,19301521.2676756,1
57838,0.0,0.0,0
57839,6023169.281063305,6023169.281063305,1
57840,17936363.113734826,17936363.113734826,1
57841,296980307.38828945,296980307.38828945,1
57842,158881472.20723975,176164401.98813123,3
57843,0.0,0.0,0
57844,33770084.850044206,43665697.73890658,2
57845,0.0,0.0,0
57846,5488882.992261764,5488882.992261764,1
57847,0.0,0.0,0
57848,13853691.142361563,25792282.834642574,2
57849,55936329.74169238,55936329.74169238,1
57850,98308682.75766745,141576636.7223546,2
57851,0.0,0.0,0
57852,0.0,0.0,0
57853,25094383.0726474,40809338.52717519,3
57854,0.0,0.0,0
57855,42814485.658037834,42814485.658037834,1
57856,60499981.401469365,81741676.88515338,3
57857,281687508.95890105,463845157.6424632,3
57858,11849486.086485364,11849486.086485364,1
57859,0.0,0.0,0
57860,21421528.71480546,30143621.83082096,2
57861,7503646.437152933,12981544.006415904,2
57862,0.0,0.0,0
57863,8749370.200578064,8749370.200578064,1
57864,0.0,0.0,0
57865,0.0,0.0,0
57866,605802014.1708112,605802014.1708112,1
57867,0.0,0.0,0
57868,192827852.19601625,252378758.471432,3
57869,9987901.464909498,9987901.464909498,1
57870,0.0,0.0,0
57871,7141032.628504204,7141032.628504204,1
57872,7101002.246140659,7101002.246140659,1
57873,10825745.233054593,10825745.233054593,1
57874,0.0,0.0,0
57875,0.0,0.0,0
57876,0.0,0.0,0
57877,0.0,0.0,0
57878,17517195.619108282,17517195.619108282,1
57879,6508001.343298825,6508001.343298825,1
57880,8290832.335293303,8290832.335293303,1
57881,30732134.933129326,42552949.400265306,2
57882,52107907.60723579,52107907.60723579,1
57883,96351916.12673804,96351916.12673804,1
57884,15940314.731823515,21429197.72408528,2
57885,42814485.658037834,42814485.658037834,1
57886,43942333.39091459,101652562.705999,3
57887,10785986.148584582,10785986.148584582,1
57888,55097953.418694735,101262241.75900042,3
57889,0.0,0.0,0
57890,10785986.148584582,10785986.148584582,1
57891,617607448.5627495,617607448.5627495,1
57892,13935953.733035963,21499562.88751788,2
57893,48707336.11052309,60915541.74967692,2
57894,0.0,0.0,0
57895,66155230.57748134,96997468.76514295,2
57896,57413426.87638447,57413426.87638447,1
57897,0.0,0.0,0
57898,0.0,0.0,0
57899,6005200.440237049,6005200.440237049,1
57900,0.0,0.0,0
57901,0.0,0.0,0
57902,0.0,0.0,0
57903,0.0,0.0,0
57904,0.0,0.0,0
57905,7707307.060207013,7707307.060207013,1
57906,0.0,0.0,0
57907,438878747.20952284,438878747.20952284,1
57908,16887704.62280006,16887704.62280006,1
57909,61793184.886337504,61793184.886337504,1
57910,9554454.261012316,9554454.261012316,1
57911,0.0,0.0,0
57912,0.0,0.0,0
57913,17379394.173181348,32047161.945195228,2
57914,14443257.98441732,22925867.222272433,2
57915,7897729.02103815,7897729.02103815,1
57916,0.0,0.0,0
57917,0.0,0.0,0
57918,0.0,0.0,0
57919,0.0,0.0,0
57920,488218121.09963596,488218121.09963596,1
57921,8290832.335293303,8290832.335293303,1
57922,0.0,0.0,0
57923,14128361.669668384,27625455.74382063,2
57924,0.0,0.0,0
57925,0.0,0.0,0
57926,0.0,0.0,0
57927,0.0,0.0,0
57928,0.0,0.0,0
57929,24470562.19356168,37892547.31057364,2
57930,12175268.743866755,12175268.743866755,1
57931,123518040.32367264,123518040.32367264,1
57932,432803396.9618277,878783031.7198629,3
57933,0.0,0.0,0
57934,5995631.709594843,5995631.709594843,1
57935,6666167.047949493,6666167.047949493,1
57936,10050821.529921044,10050821.529921044,1
57937,8829867.918317575,8829867.918317575,1
57938,16059534.215515614,16059534.215515614,1
57939,13935953.733035963,13935953.733035963,1
57940,6991775.479865093,6991775.479865093,1
57941,0.0,0.0,0
57942,0.0,0.0,0
57943,0.0,0.0,0
57944,17379394.173181348,34005316.896882,2
57945,44057836.24261025,72885611.7074603,3
57946,0.0,0.0,0
57947,13853691.142361563,13853691.142361563,1
57948,102924094.27034818,102924094.27034818,1
57949,766884041.7902482,771837527.4523381,2
57950,0.0,0.0,0
57951,8125080.817041025,12941620.786170106,2
57952,6991775.479865093,6991775.479865093,1
57953,0.0,0.0,0
57954,160969527.86446097,174823219.00682253,2
57955,11544609.454996193,11544609.454996193,1
57956,8504991.919199593,19199724.91311697,3
57957,15165658.529098004,15165658.529098004,1
57958,0.0,0.0,0
57959,0.0,0.0,0
57960,15940314.731823515,15940314.731823515,1
57961,0.0,0.0,0
57962,546908378.2007028,546908378.2007028,1
57963,8178843.749937272,14686845.093236096,2
57964,0.0,0.0,0
57965,0.0,0.0,0
57966,0.0,0.0,0
57967,52510871.988275796,88991136.8800792,2
57968,15165658.529098004,15165658.529098004,1
57969,22752242.8128478,36688196.54588376,2
57970,0.0,0.0,0
57971,0.0,0.0,0
57972,556413326.4858831,597733493.7267581,3
57973,9248636.38543349,9248636.38543349,1
57974,0.0,0.0,0
57975,43942333.39091459,70562989.9410258,2
57976,43279478.923881516,43279478.923881516,1
57977,0.0,0.0,0
57978,0.0,0.0,0
57979,14220661.234194111,14220661.234194111,1
57980,0.0,0.0,0
57981,0.0,0.0,0
57982,0.0,0.0,0
57983,0.0,0.0,0
57984,0.0,0.0,0
57985,16246669.462293182,20853380.16354415,2
57986,0.0,0.0,0
57987,28538032.39108893,28538032.39108893,1
57988,12816249.745235998,12816249.745235998,1
57989,0.0,0.0,0
57990,0.0,0.0,0
57991,0.0,0.0,0
57992,0.0,0.0,0
57993,33995604.145553775,33995604.145553775,1
57994,10212426.889577724,19461063.27501121,2
57995,0.0,0.0,0
57996,0.0,0.0,0
57997,15940314.731823515,23041316.977964174,2
57998,0.0,0.0,0
57999,8504991.919199593,8504991.919199593,1
58000,0.0,0.0,0
58001,0.0,0.0,0
58002,10952764.936390903,10952764.936390903,1
58003,0.0,0.0,0
58004,13342615.302648555,13342615.302648555,1
58005,30990809.774538465,30990809.774538465,1
58006,0.0,0.0,0
58007,0.0,0.0,0
58008,294394144.936998,294394144.936998,1
58009,0.0,0.0,0
58010,0.0,0.0,0
58011,36684845.61445957,52535734.72450943,3
58012,0.0,0.0,0
58013,99195409.56022304,108444045.94565654,2
58014,0.0,0.0,0
58015,98308682.75766745,98308682.75766745,1
58016,0.0,0.0,0
58017,350368913.9329815,360411059.9313912,2
58018,0.0,0.0,0
58019,9554454.261012316,9554454.261012316,1
58020,0.0,0.0,0
58021,55200699.350858115,55200699.350858115,1
58022,0.0,0.0,0
58023,0.0,0.0,0
58024,13591983.5353877,21035012.773781613,2
58025,100443963.93183821,105397449.5939281,2
58026,15940314.731823515,15940314.731823515,1
58027,43971042.132971,51699456.14786312,2
58028,9895612.888862375,9895612.888862375,1
58029,0.0,0.0,0
58030,134746458.24168524,149234920.9295566,2
58031,13956474.722370777,13956474.722370777,1
58032,14730868.059647173,14730868.059647173,1
58033,27504748.040028088,32458233.702117972,2
58034,0.0,0.0,0
58035,0.0,0.0,0
58036,0.0,0.0,0
58037,0.0,0.0,0
58038,0.0,0.0,0
58039,41708084.91622211,41708084.91622211,1
58040,0.0,0.0,0
58041,31662217.629934967,31662217.629934967,1
58042,108186737.72935107,108186737.72935107,1
58043,5942345.612417857,5942345.612417857,1
58044,0.0,0.0,0
58045,0.0,0.0,0
58046,12175268.743866755,12175268.743866755,1
58047,118788426.17729378,175266869.78426433,2
58048,6666167.047949493,6666167.047949493,1
58049,0.0,0.0,0
58050,0.0,0.0,0
58051,0.0,0.0,0
58052,7728414.014892113,7728414.014892113,1
58053,0.0,0.0,0
58054,0.0,0.0,0
58055,0.0,0.0,0
58056,176039804.69551063,176039804.69551063,1
58057,13727191.213268137,13727191.213268137,1
58058,12816249.745235998,12816249.745235998,1
58059,96351916.12673804,133971657.73135477,4
58060,0.0,0.0,0
58061,0.0,0.0,0
58062,4953485.662089885,4953485.662089885,1
58063,0.0,0.0,0
58064,37305734.96849781,37305734.96849781,1
58065,0.0,0.0,0
58066,26629415.66336205,33911943.57806547,2
58067,0.0,0.0,0
58068,0.0,0.0,0
58069,0.0,0.0,0
58070,7141032.628504204,7141032.628504204,1
58071,0.0,0.0,0
58072,375943697.38635886,375943697.38635886,1
58073,11728920.991721328,22568214.158253305,2
58074,8722093.116015498,8722093.116015498,1
58075,58310321.95134956,71417036.9978157,2
58076,13591983.5353877,26934598.838036254,2
58077,135580556.58013487,139917852.3629347,2
58078,0.0,0.0,0
58079,0.0,0.0,0
58080,14667767.77201388,14667767.77201388,1
58081,59976015.709717184,74196676.9439113,2
58082,11993059.098250525,11993059.098250525,1
58083,0.0,0.0,0
58084,29749122.54602083,29749122.54602083,1
58085,0.0,0.0,0
58086,315342862.3927663,360593900.7143823,2
58087,274871929.4704863,282012962.0989905,2
58088,11938591.692281011,11938591.692281011,1
58089,63710366.81058915,73761188.34051019,2
58090,0.0,0.0,0
58091,0.0,0.0,0
58092,327204757.9438381,327204757.9438381,1
58093,5464182.711853538,5464182.711853538,1
58094,0.0,0.0,0
58095,0.0,0.0,0
58096,41156091.50518669,41156091.50518669,1
58097,8836536.882363116,8836536.882363116,1
58098,697052673.1289464,697052673.1289464,1
58099,17936363.113734826,28148790.00331255,2
58100,17936363.113734826,17936363.113734826,1
58101,0.0,0.0,0
58102,0.0,0.0,0
58103,42814485.658037834,42814485.658037834,1
58104,0.0,0.0,0
58105,0.0,0.0,0
58106,13189928.234943908,13189928.234943908,1
58107,4337295.782799825,4337295.782799825,1
58108,279369612.7070619,425257369.0538902,3
58109,0.0,0.0,0
58110,112184322.83102371,112184322.83102371,1
58111,0.0,0.0,0
58112,0.0,0.0,0
58113,0.0,0.0,0
58114,0.0,0.0,0
58115,0.0,0.0,0
58116,26620656.550111208,43246579.273811854,2
58117,22493610.732077528,42379989.86769933,3
58118,39759421.90636887,39759421.90636887,1
58119,0.0,0.0,0
58120,0.0,0.0,0
58121,37500682.30100186,43496314.01059671,2
58122,17443374.18952123,29352223.722585794,2
58123,0.0,0.0,0
58124,65826987.97837494,123415553.11041185,2
58125,0.0,0.0,0
58126,0.0,0.0,0
58127,15165658.529098004,15165658.529098004,1
58128,11018385.29553137,11018385.29553137,1
58129,68569262.29618332,68569262.29618332,1
58130,0.0,0.0,0
58131,0.0,0.0,0
58132,0.0,0.0,0
58133,0.0,0.0,0
58134,6666167.047949493,6666167.047949493,1
58135,146138812.16732997,167109862.62987503,3
58136,0.0,0.0,0
58137,0.0,0.0,0
58138,0.0,0.0,0
58139,28538032.39108893,28538032.39108893,1
58140,28726823.441646017,36434130.501853034,2
58141,117235922.99395494,217091088.77003932,2
58142,0.0,0.0,0
58143,647438261.4777431,1107444575.2725554,2
58144,0.0,0.0,0
58145,12816249.745235998,12816249.745235998,1
58146,0.0,0.0,0
58147,61432234.91246064,105492794.61896153,3
58148,55305328.846502945,84540453.45031269,3
58149,8482609.237855114,8482609.237855114,1
58150,7503646.437152933,7503646.437152933,1
58151,50898944.704040326,50898944.704040326,1
58152,13380857.006023608,13380857.006023608,1
58153,30732134.933129326,30732134.933129326,1
58154,0.0,0.0,0
58155,0.0,0.0,0
58156,6005200.440237049,6005200.440237049,1
58157,6027835.870813565,6027835.870813565,1
58158,12208205.639153829,21843280.174194224,2
58159,6815137.634594068,6815137.634594068,1
58160,14488462.687871352,25274448.836455934,2
58161,39207405.99223724,59731950.16701216,2
58162,14690228.692548672,14690228.692548672,1
58163,53279025.50097735,59056233.04335396,2
58164,0.0,0.0,0
58165,0.0,0.0,0
58166,13106715.046466138,17444010.829265963,2
58167,0.0,0.0,0
58168,0.0,0.0,0
58169,0.0,0.0,0
58170,31880309.809167325,31880309.809167325,1
58171,0.0,0.0,0
58172,0.0,0.0,0
58173,40714332.16023506,110689280.39907719,5
58174,4816539.969129081,4816539.969129081,1
58175,0.0,0.0,0
58176,211446138.32526934,238879186.13245755,3
58177,123695751.43840411,226619845.70875227,2
58178,5488882.992261764,5488882.992261764,1
58179,54021906.50359968,95725792.8292701,2
58180,57413426.87638447,57413426.87638447,1
58181,36799396.2331159,36799396.2331159,1
58182,27885546.977948673,27885546.977948673,1
58183,0.0,0.0,0
58184,173704635.08957118,198108070.99686974,2
58185,15783396.409863852,15783396.409863852,1
58186,11232988.936521646,11232988.936521646,1
58187,0.0,0.0,0
58188,0.0,0.0,0
58189,212697311.43641657,212697311.43641657,1
58190,49547864.39399839,49547864.39399839,1
58191,9987901.464909498,9987901.464909498,1
58192,132941131.31938066,132941131.31938066,1
58193,34493180.52722597,34493180.52722597,1
58194,8290832.335293303,14328030.080331396,2
58195,62672829.035358794,111366455.12979722,2
58196,126425621.33798409,244621715.50901523,5
58197,33866403.96374103,33866403.96374103,1
58198,0.0,0.0,0
58199,0.0,0.0,0
58200,146138812.16732997,146138812.16732997,1
58201,0.0,0.0,0
58202,55669446.24493294,104442135.98840117,4
58203,27504748.040028088,51426813.697747424,3
58204,0.0,0.0,0
58205,4953485.662089885,4953485.662089885,1
58206,0.0,0.0,0
58207,22752242.8128478,36344226.3482355,2
58208,0.0,0.0,0
58209,8391508.878099462,8391508.878099462,1
58210,33855825.99741504,38809311.65950493,2
58211,132941131.31938066,174496790.69049984,3
58212,45251038.32161601,45251038.32161601,1
58213,52107907.60723579,52107907.60723579,1
58214,45601306.037989445,67552301.5694637,3
58215,40714332.16023506,84744357.97571969,4
58216,0.0,0.0,0
58217,0.0,0.0,0
58218,0.0,0.0,0
58219,0.0,0.0,0
58220,128627707.8954528,144687242.1109684,2
58221,62803725.171181396,82727219.4304358,3
58222,0.0,0.0,0
58223,0.0,0.0,0
58224,14488462.687871352,14488462.687871352,1
58225,0.0,0.0,0
58226,37305734.96849781,37305734.96849781,1
58227,320250134.6441426,320250134.6441426,1
58228,11820814.467135977,11820814.467135977,1
58229,12099533.413758263,12099533.413758263,1
58230,0.0,0.0,0
58231,19661155.565997753,19661155.565997753,1
58232,0.0,0.0,0
58233,141416429.80007327,141416429.80007327,1
58234,0.0,0.0,0
58235,50178331.26088573,66237865.476401344,2
58236,0.0,0.0,0
58237,0.0,0.0,0
58238,0.0,0.0,0
58239,0.0,0.0,0
58240,6027835.870813565,6027835.870813565,1
58241,28726823.441646017,28726823.441646017,1
58242,0.0,0.0,0
58243,0.0,0.0,0
58244,9554454.261012316,9554454.261012316,1
58245,7375967.542651335,7375967.542651335,1
58246,0.0,0.0,0
58247,11820814.467135977,11820814.467135977,1
58248,0.0,0.0,0
58249,0.0,0.0,0
58250,0.0,0.0,0
58251,8178843.749937272,8178843.749937272,1
58252,26620656.550111208,33286823.5980607,2
58253,0.0,0.0,0
58254,11232988.936521646,11232988.936521646,1
58255,94104154.83243945,94104154.83243945,1
58256,12175268.743866755,12175268.743866755,1
58257,9895612.888862375,18400604.80806197,2
58258,16246669.462293182,20046434.324936427,2
58259,57588565.13203691,57588565.13203691,1
58260,128627707.8954528,128627707.8954528,1
58261,42215319.95831929,82453770.43240911,3
58262,0.0,0.0,0
58263,0.0,0.0,0
58264,0.0,0.0,0
58265,0.0,0.0,0
58266,502132482.9894619,543829734.8126516,3
58267,0.0,0.0,0
58268,0.0,0.0,0
58269,9854264.830902014,9854264.830902014,1
58270,0.0,0.0,0
58271,24403435.90729855,24403435.90729855,1
58272,21586983.873457942,21586983.873457942,1
58273,13342615.302648555,13342615.302648555,1
58274,11232988.936521646,15988114.594059449,2
58275,13591983.5353877,27013968.65239966,2
58276,20878684.5389264,26356582.10818937,2
58277,0.0,0.0,0
58278,0.0,0.0,0
58279,6023169.281063305,6023169.281063305,1
58280,0.0,0.0,0
58281,6023169.281063305,11431290.58188164,2
58282,168183646.1988295,168183646.1988295,1
58283,0.0,0.0,0
58284,0.0,0.0,0
58285,23854279.15679451,38978658.47681763,2
58286,0.0,0.0,0
58287,97878356.59285498,97878356.59285498,1
58288,15627904.307432618,22155696.785560366,2
58289,0.0,0.0,0
58290,13342615.302648555,23330516.767558053,2
58291,40509468.75204233,40509468.75204233,1
58292,0.0,0.0,0
58293,130104359.93696454,140577775.1006023,2
58294,0.0,0.0,0
58295,33995604.145553775,53267569.68790848,2
58296,21421528.71480546,26238068.683934543,2
58297,99195409.56022304,99195409.56022304,1
58298,0.0,0.0,0
58299,0.0,0.0,0
58300,53815158.625362016,53815158.625362016,1
58301,33828900.985486716,33828900.985486716,1
58302,0.0,0.0,0
58303,62803725.171181396,62803725.171181396,1
58304,48466815.82742663,48466815.82742663,1
58305,11232988.936521646,11232988.936521646,1
58306,0.0,0.0,0
58307,0.0,0.0,0
58308,0.0,0.0,0
58309,0.0,0.0,0
58310,0.0,0.0,0
58311,0.0,0.0,0
58312,7728414.014892113,7728414.014892113,1
58313,0.0,0.0,0
58314,0.0,0.0,0
58315,0.0,0.0,0
58316,16246669.462293182,23975083.477185294,2
58317,55669446.24493294,55669446.24493294,1
58318,0.0,0.0,0
58319,14488462.687871352,26696668.327025183,2
58320,0.0,0.0,0
58321,11878730.741301032,11878730.741301032,1
58322,0.0,0.0,0
58323,0.0,0.0,0
58324,42814485.658037834,105677531.52654116,5
58325,0.0,0.0,0
58326,48707336.11052309,48707336.11052309,1
58327,0.0,0.0,0
58328,5996624.279147845,5996624.279147845,1
58329,42814485.658037834,42814485.658037834,1
58330,133129942.24252844,194663932.87487304,3
58331,57849380.11663275,57849380.11663275,1
58332,0.0,0.0,0
58333,0.0,0.0,0
58334,0.0,0.0,0
58335,32844348.390300386,47046361.42130096,3
58336,66155230.57748134,66155230.57748134,1
58337,10774928.437592648,24156096.420481034,3
58338,9248636.38543349,9248636.38543349,1
58339,0.0,0.0,0
58340,3386554.3238806548,3386554.3238806548,1
58341,56478443.606970534,56478443.606970534,1
58342,8125080.817041025,8125080.817041025,1
58343,43279478.923881516,48768361.91614328,2
58344,0.0,0.0,0
58345,57413426.87638447,91242327.86187118,2
58346,0.0,0.0,0
58347,16049793.483649122,23613402.638131037,2
58348,0.0,0.0,0
58349,0.0,0.0,0
58350,0.0,0.0,0
58351,347613770.4786311,431992457.6542966,6
58352,59362043.48866769,65357675.198262535,2
58353,0.0,0.0,0
58354,55200699.350858115,55200699.350858115,1
58355,6037197.745038094,6037197.745038094,1
58356,0.0,0.0,0
58357,5665798.4090952445,5665798.4090952445,1
58358,15165658.529098004,27044389.270399034,2
58359,296713345.9240453,296713345.9240453,1
58360,6037197.745038094,6037197.745038094,1
58361,6527792.478127748,6527792.478127748,1
58362,8290832.335293303,8290832.335293303,1
58363,0.0,0.0,0
58364,48693626.09443842,48693626.09443842,1
58365,323204756.9241266,371275843.10482264,3
58366,0.0,0.0,0
58367,12474405.967996178,12474405.967996178,1
58368,50178331.26088573,50178331.26088573,1
58369,14128361.669668384,14128361.669668384,1
58370,0.0,0.0,0
58371,0.0,0.0,0
58372,0.0,0.0,0
58373,22752242.8128478,22752242.8128478,1
58374,0.0,0.0,0
58375,0.0,0.0,0
58376,10839293.166531978,10839293.166531978,1
58377,57413426.87638447,57413426.87638447,1
58378,19301521.2676756,19301521.2676756,1
58379,7443029.238393913,7443029.238393913,1
58380,0.0,0.0,0
58381,0.0,0.0,0
58382,9635074.535040397,9635074.535040397,1
58383,13853691.142361563,13853691.142361563,1
58384,17736576.258348428,17736576.258348428,1
58385,276320951.81246805,292380486.02798367,2
58386,13591983.5353877,13591983.5353877,1
58387,40509468.75204233,40509468.75204233,1
58388,6005200.440237049,6005200.440237049,1
58389,123518040.32367264,138208269.0162213,2
58390,0.0,0.0,0
58391,0.0,0.0,0
58392,31880309.809167325,40171142.144460626,2
58393,41199185.613181844,41199185.613181844,1
58394,0.0,0.0,0
58395,0.0,0.0,0
58396,0.0,0.0,0
58397,25666719.300879225,25666719.300879225,1
58398,11878730.741301032,11878730.741301032,1
58399,0.0,0.0,0
58400,98308682.75766745,109675850.20373449,2
58401,0.0,0.0,0
58402,0.0,0.0,0
58403,15124379.32002312,15124379.32002312,1
58404,20222226.592572995,20222226.592572995,1
58405,0.0,0.0,0
58406,13512800.783321777,13512800.783321777,1
58407,102085719.2628597,116574181.95073105,2
58408,0.0,0.0,0
58409,30990809.774538465,30990809.774538465,1
58410,0.0,0.0,0
58411,212687498.15249857,295893756.5286167,4
58412,15743221.907782067,15743221.907782067,1
58413,15165658.529098004,22266660.775238663,2
58414,369480547.8470932,433324512.9755252,2
58415,47537948.59593031,52144659.29718128,2
58416,13189928.234943908,13189928.234943908,1
58417,245286991.15292025,245286991.15292025,1
58418,0.0,0.0,0
58419,0.0,0.0,0
58420,48466815.82742663,56971807.74662622,2
58421,49547864.39399839,54955985.69481672,2
58422,130104359.93696454,134859485.59450233,2
58423,15940314.731823515,15940314.731823515,1
58424,43942333.39091459,43942333.39091459,1
58425,0.0,0.0,0
58426,0.0,0.0,0
58427,0.0,0.0,0
58428,0.0,0.0,0
58429,0.0,0.0,0
58430,0.0,0.0,0
58431,0.0,0.0,0
58432,0.0,0.0,0
58433,274871929.4704863,274871929.4704863,1
58434,0.0,0.0,0
58435,0.0,0.0,0
58436,11544609.454996193,11544609.454996193,1
58437,0.0,0.0,0
58438,0.0,0.0,0
58439,275823985.9605149,275823985.9605149,1
58440,351442052.71161485,351442052.71161485,1
58441,178083795.41614407,178083795.41614407,1
58442,0.0,0.0,0
58443,43267953.96468715,43267953.96468715,1
58444,410750302.65752566,422479223.649247,2
58445,10212426.889577724,10212426.889577724,1
58446,0.0,0.0,0
58447,14730868.059647173,14730868.059647173,1
58448,0.0,0.0,0
58449,6508001.343298825,6508001.343298825,1
58450,0.0,0.0,0
58451,0.0,0.0,0
58452,0.0,0.0,0
58453,8125080.817041025,15939506.053367872,2
58454,0.0,0.0,0
58455,0.0,0.0,0
58456,17517195.619108282,17517195.619108282,1
58457,583482984.5473914,635590892.1546272,2
58458,0.0,0.0,0
58459,11018385.29553137,11018385.29553137,1
58460,0.0,0.0,0
58461,5995631.709594843,5995631.709594843,1
58462,0.0,0.0,0
58463,7728414.014892113,7728414.014892113,1
58464,4755125.657537802,4755125.657537802,1
58465,166998388.3896226,172487271.38188437,2
58466,5995631.709594843,5995631.709594843,1
58467,112129537.68867494,112129537.68867494,1
58468,22752242.8128478,22752242.8128478,1
58469,0.0,0.0,0
58470,0.0,0.0,0
58471,0.0,0.0,0
58472,0.0,0.0,0
58473,14443257.98441732,14443257.98441732,1
58474,0.0,0.0,0
58475,0.0,0.0,0
58476,476162306.27275103,510655486.799977,2
58477,0.0,0.0,0
58478,10473415.163637757,10473415.163637757,1
58479,0.0,0.0,0
58480,102933064.03536722,102933064.03536722,1
58481,0.0,0.0,0
58482,15165658.529098004,29608916.513515323,2
58483,14730868.059647173,14730868.059647173,1
58484,0.0,0.0,0
58485,97878356.59285498,97878356.59285498,1
58486,0.0,0.0,0
58487,0.0,0.0,0
58488,14495682.033825403,14495682.033825403,1
58489,0.0,0.0,0
58490,122126982.36115053,122126982.36115053,1
58491,0.0,0.0,0
58492,367312790.04518366,436016728.6242163,4
58493,0.0,0.0,0
58494,0.0,0.0,0
58495,0.0,0.0,0
58496,6027835.870813565,6027835.870813565,1
58497,10050821.529921044,10050821.529921044,1
58498,229541049.06327933,237666129.88032037,2
58499,8836536.882363116,8836536.882363116,1
